虚空之女,迷失之牙,兽灵行者,发条魔灵,光辉女郎,荒漠屠夫,岩雀,影流之主,逆羽,蒸汽机器人,46537,63050,失败
虚空之女,解脱者,破败之王,发条魔灵,牛头酋长,迷失之牙,法外狂徒,暮光星灵,暴走萝莉,魂锁典狱长,56739,67518,失败
虚空之女,盲僧,雪原双子,狂暴之心,酒桶,解脱者,战争之影,解脱者,麦林炮手,牛头酋长,47498,53437,失败
虚空之女,狂暴之心,战争之影,解脱者,熔铁少女,迷失之牙,狂野女猎手,离群之刺,暗夜猎手,风暴之怒,28589,37235,失败
虚空之女,齐天大圣,兽灵行者,虚空行者,星簌歌姬,永恒梦魇,法外狂徒,机械先驱,沙漠玫瑰,牛头酋长,15044,26781,失败
虚空之女,武器大师,北极之怒,岩雀,弗雷尔卓德之心,刀锋舞者,盲僧,离群之刺,沙漠玫瑰,牛头酋长,49883,61641,失败
虚空之女,迷失之牙,战争之影,机械先驱,酒桶,解脱者,兽灵行者,发条魔灵,麦林炮手,曙光女神,47745,41516,胜利
虚空之女,齐天大圣,含羞蓓蕾,腕豪,熔铁少女,亡灵战神,狂野女猎手,刀锋之影,逆羽,深海泰坦,47250,37813,胜利
虚空之女,酒桶,狂野女猎手,封魔剑魂,熔铁少女,无双剑姬,圣锤之毅,卡牌大师,暗夜猎手,腕豪,25767,37486,失败
虚空之女,虚空恐惧,兽灵行者,暮光星灵,牛头酋长,亡灵战神,死亡颂唱者,圣枪游侠,暗夜猎手,堕落天使,53647,59202,失败
虚空之女,迷失之牙,岩雀,未来守护者,生化魔人,圣枪游侠,恶魔小丑,刀锋之影,探险家,牛头酋长,42531,54629,失败
虚空之女,解脱者,蜘蛛女皇,圣枪游侠,正义巨像,离群之刺,影流之镰,万花通灵,探险家,天启者,52326,39764,胜利
虚空之女,圣枪游侠,狂野女猎手,刀锋舞者,曙光女神,未来守护者,德邦总管,机械先驱,麦林炮手,熔铁少女,35241,28230,胜利
虚空之女,圣锤之毅,狂野女猎手,解脱者,堕落天使,亡灵战神,蜘蛛女皇,刀锋之影,逆羽,牛头酋长,56256,56647,失败
虚空之女,未来守护者,兽灵行者,黑暗之女,深海泰坦,迷失之牙,影流之镰,疾风剑豪,逆羽,酒桶,48823,36209,胜利
虚空之女,圣锤之毅,含羞蓓蕾,刀锋舞者,暮光之眼,酒桶,战争之影,暮光星灵,沙漠玫瑰,牛头酋长,57101,64095,失败
虚空之女,圣锤之毅,不灭狂雷,元素女皇,深海泰坦,齐天大圣,破败之王,诡术妖姬,暴走萝莉,牛头酋长,53600,66584,失败
虚空之女,德玛西亚之翼,不灭狂雷,元素女皇,熔铁少女,迷失之牙,岩雀,符文法师,寒冰射手,酒桶,39625,31109,胜利
虚空之女,酒桶,兽灵行者,卡牌大师,牛头酋长,暮光之眼,战争之影,解脱者,麦林炮手,扭曲树精,39517,46513,失败
虚空之女,荒漠屠夫,含羞蓓蕾,刀锋之影,牛头酋长,迷失之牙,狂野女猎手,离群之刺,暗夜猎手,熔铁少女,36941,21851,胜利
虚空之女,荒漠屠夫,雪原双子,刀锋舞者,暮光之眼,德玛西亚之翼,含羞蓓蕾,刀锋之影,惩戒之箭,深海泰坦,53897,42866,胜利
虚空之女,未来守护者,岩雀,元素女皇,风暴之怒,刀锋舞者,盲僧,不屈之枪,深渊巨口,曙光女神,60610,47902,胜利
虚空之女,仙灵女巫,含羞蓓蕾,盲僧,远古恐惧,迷失之牙,永猎双子,铸星龙王,瘟疫之源,血港鬼影,46093,39399,胜利
虚空之女,暗裔剑魔,战争之影,离群之刺,仙灵女巫,山隐之焰,法外狂徒,卡牌大师,麦林炮手,牛头酋长,51172,37103,胜利
